--- SUPER REALISTIC AUDIT ---
2026-01-13 13:30:00+00:00 | EUR_USD | SHORT | Raw:-1000.00 | Real:-1301.20 | SL
2026-03-04 23:00:00+00:00 | XAU_USD | SHORT | Raw:-933.59 | Real:-953.82 | SL
2026-03-05 06:05:00+00:00 | XAU_USD | LONG | Raw:-924.26 | Real:-944.28 | SL
2026-03-05 13:15:00+00:00 | XAU_USD | LONG | Raw:-915.02 | Real:-934.84 | SL
2026-03-05 13:25:00+00:00 | XAU_USD | SHORT | Raw:-905.87 | Real:-925.49 | SL
2026-03-05 15:55:00+00:00 | XAU_USD | SHORT | Raw:-896.81 | Real:-916.23 | SL
2026-03-06 09:20:00+00:00 | XAU_USD | LONG | Raw:-887.84 | Real:-907.07 | SL
2026-03-06 13:30:00+00:00 | XAU_USD | SHORT | Raw:-878.96 | Real:-898.00 | SL
2026-03-06 16:35:00+00:00 | XAU_USD | LONG | Raw:-870.17 | Real:-889.02 | SL
2026-03-08 22:15:00+00:00 | XAU_USD | LONG | Raw:-861.47 | Real:-880.13 | SL
2026-03-09 02:45:00+00:00 | XAU_USD | SHORT | Raw:-852.85 | Real:-871.33 | SL
2026-03-09 05:05:00+00:00 | XAU_USD | SHORT | Raw:-844.33 | Real:-862.62 | SL
2026-03-09 05:55:00+00:00 | XAU_USD | LONG | Raw:-835.88 | Real:-853.99 | SL
2026-03-09 09:45:00+00:00 | XAU_USD | LONG | Raw:-827.52 | Real:-845.45 | SL
2026-03-09 22:00:00+00:00 | XAU_USD | LONG | Raw:-819.25 | Real:-837.00 | SL
2026-03-10 08:40:00+00:00 | XAU_USD | LONG | Raw:2433.17 | Real:2419.65 | TP
2026-03-10 14:10:00+00:00 | XAU_USD | LONG | Raw:-835.39 | Real:-853.48 | SL
2026-03-10 18:15:00+00:00 | XAU_USD | LONG | Raw:-827.03 | Real:-844.95 | SL
2026-03-11 02:10:00+00:00 | XAU_USD | LONG | Raw:-818.76 | Real:-836.50 | SL
2026-03-11 13:50:00+00:00 | XAU_USD | SHORT | Raw:2431.73 | Real:2418.22 | TP
2026-03-11 23:10:00+00:00 | XAU_USD | SHORT | Raw:-834.89 | Real:-852.98 | SL
2026-03-12 07:45:00+00:00 | XAU_USD | SHORT | Raw:-826.54 | Real:-844.45 | SL
2026-03-12 13:20:00+00:00 | XAU_USD | LONG | Raw:-818.28 | Real:-836.01 | SL
2026-03-12 19:00:00+00:00 | XAU_USD | SHORT | Raw:2430.29 | Real:2416.79 | TP
2026-03-13 00:10:00+00:00 | XAU_USD | SHORT | Raw:-834.40 | Real:-852.47 | SL
2026-03-13 12:00:00+00:00 | XAU_USD | SHORT | Raw:-826.06 | Real:-843.95 | SL
2026-03-13 14:55:00+00:00 | XAU_USD | SHORT | Raw:2453.38 | Real:2439.76 | TP
2026-03-13 15:05:00+00:00 | XAU_USD | SHORT | Raw:-842.33 | Real:-860.58 | SL
2026-03-16 00:00:00+00:00 | XAU_USD | SHORT | Raw:-833.91 | Real:-851.97 | SL
2026-03-16 02:00:00+00:00 | XAU_USD | SHORT | Raw:-825.57 | Real:-843.45 | SL
2026-03-16 09:45:00+00:00 | XAU_USD | SHORT | Raw:2451.93 | Real:2438.31 | TP
2026-03-16 12:15:00+00:00 | XAU_USD | SHORT | Raw:-841.83 | Real:-860.07 | SL
2026-03-17 01:00:00+00:00 | XAU_USD | LONG | Raw:-833.41 | Real:-851.47 | SL
2026-03-17 05:50:00+00:00 | XAU_USD | LONG | Raw:-825.08 | Real:-842.95 | SL
2026-03-17 09:40:00+00:00 | XAU_USD | LONG | Raw:-816.83 | Real:-834.52 | SL
2026-03-17 12:20:00+00:00 | XAU_USD | SHORT | Raw:-808.66 | Real:-826.18 | SL
2026-03-17 13:50:00+00:00 | XAU_USD | LONG | Raw:-800.57 | Real:-817.91 | SL
2026-03-18 01:10:00+00:00 | XAU_USD | SHORT | Raw:-792.57 | Real:-809.74 | SL
2026-03-18 07:50:00+00:00 | XAU_USD | LONG | Raw:-784.64 | Real:-801.64 | SL
2026-03-18 11:40:00+00:00 | XAU_USD | SHORT | Raw:2330.38 | Real:2317.44 | TP
2026-03-18 13:00:00+00:00 | XAU_USD | SHORT | Raw:2400.29 | Real:2386.96 | TP
2026-03-18 13:40:00+00:00 | XAU_USD | SHORT | Raw:-824.10 | Real:-841.95 | SL
2026-03-18 22:20:00+00:00 | XAU_USD | SHORT | Raw:2447.58 | Real:2433.98 | TP
2026-03-19 06:40:00+00:00 | XAU_USD | SHORT | Raw:2521.01 | Real:2507.00 | TP
2026-03-19 06:55:00+00:00 | XAU_USD | SHORT | Raw:-865.55 | Real:-884.30 | SL
2026-03-19 08:10:00+00:00 | XAU_USD | SHORT | Raw:2570.67 | Real:2556.39 | TP
2026-03-19 12:50:00+00:00 | XAU_USD | SHORT | Raw:-882.60 | Real:-901.72 | SL
2026-03-20 01:05:00+00:00 | XAU_USD | SHORT | Raw:-873.77 | Real:-892.70 | SL
2026-03-20 01:30:00+00:00 | XAU_USD | SHORT | Raw:-865.03 | Real:-883.77 | SL
2026-03-20 04:45:00+00:00 | XAU_USD | LONG | Raw:-856.38 | Real:-874.93 | SL
2026-03-20 08:50:00+00:00 | XAU_USD | LONG | Raw:-847.82 | Real:-866.19 | SL
2026-03-20 14:15:00+00:00 | XAU_USD | SHORT | Raw:2518.02 | Real:2504.04 | TP
2026-03-20 18:45:00+00:00 | XAU_USD | SHORT | Raw:2593.56 | Real:2579.16 | TP
2026-03-22 22:10:00+00:00 | XAU_USD | SHORT | Raw:-890.46 | Real:-909.75 | SL
2026-03-23 00:00:00+00:00 | XAU_USD | SHORT | Raw:-881.55 | Real:-900.65 | SL
2026-03-23 01:00:00+00:00 | XAU_USD | SHORT | Raw:-872.74 | Real:-891.64 | SL
2026-03-23 05:50:00+00:00 | XAU_USD | SHORT | Raw:2592.03 | Real:2577.63 | TP
2026-03-23 06:10:00+00:00 | XAU_USD | SHORT | Raw:-889.93 | Real:-909.21 | SL
2026-03-23 06:40:00+00:00 | XAU_USD | SHORT | Raw:2643.09 | Real:2628.41 | TP
2026-03-23 07:20:00+00:00 | XAU_USD | SHORT | Raw:2722.38 | Real:2707.26 | TP
2026-03-23 09:40:00+00:00 | XAU_USD | SHORT | Raw:2804.05 | Real:2788.48 | TP
2026-03-23 11:15:00+00:00 | XAU_USD | LONG | Raw:-962.73 | Real:-983.58 | SL
2026-03-23 17:45:00+00:00 | XAU_USD | LONG | Raw:-953.10 | Real:-973.74 | SL
2026-03-24 05:10:00+00:00 | XAU_USD | SHORT | Raw:-943.57 | Real:-964.01 | SL
2026-03-24 13:25:00+00:00 | XAU_USD | SHORT | Raw:2802.39 | Real:2786.83 | TP
2026-03-24 23:45:00+00:00 | XAU_USD | LONG | Raw:2886.47 | Real:2870.43 | TP
2026-03-25 02:05:00+00:00 | XAU_USD | LONG | Raw:-991.02 | Real:-1012.49 | SL
2026-03-25 08:00:00+00:00 | XAU_USD | LONG | Raw:-981.11 | Real:-1002.36 | SL
2026-03-25 12:25:00+00:00 | XAU_USD | LONG | Raw:-971.30 | Real:-992.34 | SL
2026-03-25 13:50:00+00:00 | XAU_USD | LONG | Raw:-961.59 | Real:-982.42 | SL
2026-03-25 22:00:00+00:00 | XAU_USD | SHORT | Raw:-951.97 | Real:-972.59 | SL
2026-03-26 05:50:00+00:00 | XAU_USD | SHORT | Raw:2827.35 | Real:2811.65 | TP
2026-03-26 20:10:00+00:00 | XAU_USD | SHORT | Raw:-970.72 | Real:-991.75 | SL
2026-03-26 22:05:00+00:00 | XAU_USD | SHORT | Raw:-961.02 | Real:-981.83 | SL
2026-03-27 01:10:00+00:00 | XAU_USD | SHORT | Raw:-951.41 | Real:-972.02 | SL
2026-03-27 03:05:00+00:00 | XAU_USD | LONG | Raw:-941.89 | Real:-962.30 | SL
2026-03-27 07:30:00+00:00 | XAU_USD | LONG | Raw:2797.42 | Real:2781.88 | TP
2026-03-27 08:20:00+00:00 | XAU_USD | LONG | Raw:-960.45 | Real:-981.25 | SL
2026-03-27 17:15:00+00:00 | XAU_USD | LONG | Raw:-950.84 | Real:-971.44 | SL
2026-03-27 19:40:00+00:00 | XAU_USD | LONG | Raw:-941.33 | Real:-961.73 | SL
2026-03-30 06:35:00+00:00 | XAU_USD | LONG | Raw:2795.76 | Real:2780.24 | TP
2026-03-30 12:00:00+00:00 | XAU_USD | LONG | Raw:-959.88 | Real:-980.67 | SL
2026-03-31 01:15:00+00:00 | XAU_USD | LONG | Raw:2850.84 | Real:2835.01 | TP
2026-03-31 02:45:00+00:00 | XAU_USD | LONG | Raw:-978.79 | Real:-999.99 | SL
2026-03-31 06:00:00+00:00 | XAU_USD | LONG | Raw:-969.00 | Real:-989.99 | SL
2026-03-31 14:00:00+00:00 | XAU_USD | LONG | Raw:2877.93 | Real:2861.95 | TP
2026-03-31 22:35:00+00:00 | XAU_USD | LONG | Raw:2964.27 | Real:2947.81 | TP
2026-04-01 05:55:00+00:00 | XAU_USD | LONG | Raw:-1017.73 | Real:-1039.78 | SL
2026-04-01 07:35:00+00:00 | XAU_USD | LONG | Raw:3022.67 | Real:3005.88 | TP
2026-04-01 12:05:00+00:00 | XAU_USD | LONG | Raw:-1037.78 | Real:-1060.26 | SL
2026-04-02 00:00:00+00:00 | XAU_USD | LONG | Raw:-1027.40 | Real:-1049.66 | SL
2026-04-02 01:30:00+00:00 | XAU_USD | SHORT | Raw:3051.39 | Real:3034.44 | TP
2026-04-02 05:45:00+00:00 | XAU_USD | SHORT | Raw:3142.93 | Real:3125.48 | TP
2026-04-02 12:20:00+00:00 | XAU_USD | SHORT | Raw:-1079.07 | Real:-1102.45 | SL
2026-04-02 18:45:00+00:00 | XAU_USD | SHORT | Raw:-1068.28 | Real:-1091.42 | SL
2026-01-12 17:35:00+00:00 | NAS100_USD | LONG | Raw:-1057.60 | Real:-1089.40 | SL
2026-01-13 14:40:00+00:00 | NAS100_USD | LONG | Raw:3141.07 | Real:3117.97 | TP
2026-01-13 16:25:00+00:00 | NAS100_USD | LONG | Raw:-1078.43 | Real:-1110.86 | SL
2026-01-13 16:50:00+00:00 | NAS100_USD | LONG | Raw:3202.95 | Real:3179.39 | TP
2026-01-13 20:20:00+00:00 | NAS100_USD | LONG | Raw:-1099.68 | Real:-1132.74 | SL
2026-01-14 14:30:00+00:00 | NAS100_USD | LONG | Raw:-1088.68 | Real:-1121.41 | SL
2026-01-14 17:40:00+00:00 | NAS100_USD | SHORT | Raw:-1077.80 | Real:-1110.20 | SL
2026-01-14 18:40:00+00:00 | NAS100_USD | SHORT | Raw:-1067.02 | Real:-1099.10 | SL
2026-01-14 20:50:00+00:00 | NAS100_USD | SHORT | Raw:-1056.35 | Real:-1088.11 | SL
2026-01-15 16:10:00+00:00 | NAS100_USD | LONG | Raw:-1045.78 | Real:-1077.23 | SL
2026-01-15 20:00:00+00:00 | NAS100_USD | SHORT | Raw:3105.98 | Real:3083.14 | TP
2026-01-16 14:30:00+00:00 | NAS100_USD | SHORT | Raw:-1066.39 | Real:-1098.45 | SL
2026-01-16 14:55:00+00:00 | NAS100_USD | SHORT | Raw:3167.17 | Real:3143.87 | TP
2026-01-16 15:05:00+00:00 | NAS100_USD | SHORT | Raw:-1087.39 | Real:-1120.09 | SL
2026-01-16 19:05:00+00:00 | NAS100_USD | LONG | Raw:3229.56 | Real:3205.81 | TP
2026-01-20 16:50:00+00:00 | NAS100_USD | SHORT | Raw:-1108.82 | Real:-1142.15 | SL
2026-01-21 16:30:00+00:00 | NAS100_USD | SHORT | Raw:3293.18 | Real:3268.96 | TP
2026-01-21 16:45:00+00:00 | NAS100_USD | SHORT | Raw:3391.98 | Real:3367.03 | TP
2026-01-21 18:10:00+00:00 | NAS100_USD | SHORT | Raw:-1164.58 | Real:-1199.59 | SL
2026-01-21 19:25:00+00:00 | NAS100_USD | SHORT | Raw:-1152.93 | Real:-1187.60 | SL
2026-01-22 18:55:00+00:00 | NAS100_USD | LONG | Raw:-1141.40 | Real:-1175.72 | SL
2026-01-22 19:35:00+00:00 | NAS100_USD | LONG | Raw:-1129.99 | Real:-1163.96 | SL
2026-01-23 16:45:00+00:00 | NAS100_USD | LONG | Raw:-1118.69 | Real:-1152.32 | SL
2026-01-26 17:30:00+00:00 | NAS100_USD | LONG | Raw:-1107.50 | Real:-1140.80 | SL
2026-01-26 18:45:00+00:00 | NAS100_USD | LONG | Raw:-1096.43 | Real:-1129.39 | SL
2026-01-27 15:05:00+00:00 | NAS100_USD | LONG | Raw:-1085.46 | Real:-1118.10 | SL
2026-01-27 17:50:00+00:00 | NAS100_USD | LONG | Raw:-1074.61 | Real:-1106.92 | SL
2026-01-27 20:25:00+00:00 | NAS100_USD | LONG | Raw:-1063.86 | Real:-1095.85 | SL
2026-01-28 18:00:00+00:00 | NAS100_USD | LONG | Raw:-1053.22 | Real:-1084.89 | SL
2026-01-29 14:40:00+00:00 | NAS100_USD | SHORT | Raw:3128.08 | Real:3105.07 | TP
2026-01-29 15:05:00+00:00 | NAS100_USD | SHORT | Raw:-1073.97 | Real:-1106.26 | SL
2026-01-29 18:00:00+00:00 | NAS100_USD | SHORT | Raw:-1063.23 | Real:-1095.20 | SL
2026-01-29 19:55:00+00:00 | NAS100_USD | SHORT | Raw:-1052.60 | Real:-1084.25 | SL
2026-01-29 20:50:00+00:00 | NAS100_USD | LONG | Raw:3126.23 | Real:3103.23 | TP
2026-01-30 14:30:00+00:00 | NAS100_USD | LONG | Raw:-1073.34 | Real:-1105.61 | SL
2026-02-02 14:45:00+00:00 | NAS100_USD | LONG | Raw:-1062.60 | Real:-1094.55 | SL
2026-02-03 14:45:00+00:00 | NAS100_USD | SHORT | Raw:-1051.98 | Real:-1083.60 | SL
2026-02-03 15:00:00+00:00 | NAS100_USD | SHORT | Raw:3124.38 | Real:3101.40 | TP
2026-02-03 17:20:00+00:00 | NAS100_USD | SHORT | Raw:-1072.70 | Real:-1104.95 | SL
2026-02-03 18:25:00+00:00 | NAS100_USD | SHORT | Raw:3185.93 | Real:3162.49 | TP
2026-02-04 14:40:00+00:00 | NAS100_USD | SHORT | Raw:-1093.83 | Real:-1126.72 | SL
2026-02-04 15:05:00+00:00 | NAS100_USD | SHORT | Raw:-1082.90 | Real:-1115.45 | SL
2026-02-05 14:30:00+00:00 | NAS100_USD | SHORT | Raw:3216.20 | Real:3192.55 | TP
2026-02-05 14:40:00+00:00 | NAS100_USD | SHORT | Raw:-1104.23 | Real:-1137.43 | SL
2026-02-05 15:05:00+00:00 | NAS100_USD | SHORT | Raw:3279.56 | Real:3255.44 | TP
2026-02-05 19:35:00+00:00 | NAS100_USD | SHORT | Raw:-1125.98 | Real:-1159.83 | SL
2026-02-05 20:40:00+00:00 | NAS100_USD | SHORT | Raw:-1114.72 | Real:-1148.24 | SL
2026-02-06 19:40:00+00:00 | NAS100_USD | LONG | Raw:-1103.58 | Real:-1136.75 | SL
2026-02-06 20:50:00+00:00 | NAS100_USD | LONG | Raw:3277.62 | Real:3253.51 | TP
2026-02-09 14:50:00+00:00 | NAS100_USD | LONG | Raw:-1125.32 | Real:-1159.15 | SL
2026-02-10 15:05:00+00:00 | NAS100_USD | LONG | Raw:3342.19 | Real:3317.61 | TP
2026-02-10 18:15:00+00:00 | NAS100_USD | LONG | Raw:-1147.48 | Real:-1181.98 | SL
2026-02-10 19:10:00+00:00 | NAS100_USD | LONG | Raw:-1136.01 | Real:-1170.16 | SL
2026-02-11 15:05:00+00:00 | NAS100_USD | SHORT | Raw:3373.95 | Real:3349.13 | TP
2026-02-11 17:25:00+00:00 | NAS100_USD | LONG | Raw:3475.17 | Real:3449.61 | TP
2026-02-11 19:45:00+00:00 | NAS100_USD | LONG | Raw:-1193.14 | Real:-1229.01 | SL
2026-02-11 20:55:00+00:00 | NAS100_USD | LONG | Raw:-1181.21 | Real:-1216.72 | SL
2026-02-13 19:50:00+00:00 | NAS100_USD | SHORT | Raw:3508.19 | Real:3482.39 | TP
2026-02-13 20:10:00+00:00 | NAS100_USD | SHORT | Raw:3613.44 | Real:3586.86 | TP
2026-02-13 20:40:00+00:00 | NAS100_USD | SHORT | Raw:-1240.61 | Real:-1277.91 | SL
2026-02-17 14:50:00+00:00 | NAS100_USD | SHORT | Raw:-1228.21 | Real:-1265.13 | SL
2026-02-17 15:00:00+00:00 | NAS100_USD | SHORT | Raw:-1215.93 | Real:-1252.48 | SL
2026-02-18 15:00:00+00:00 | NAS100_USD | LONG | Raw:3611.30 | Real:3584.74 | TP
2026-02-18 15:10:00+00:00 | NAS100_USD | LONG | Raw:-1239.88 | Real:-1277.15 | SL
2026-02-18 20:50:00+00:00 | NAS100_USD | LONG | Raw:3682.44 | Real:3655.36 | TP
2026-02-20 14:30:00+00:00 | NAS100_USD | LONG | Raw:-1264.30 | Real:-1302.31 | SL
2026-02-23 16:00:00+00:00 | NAS100_USD | SHORT | Raw:3754.98 | Real:3727.37 | TP
2026-02-23 19:05:00+00:00 | NAS100_USD | SHORT | Raw:-1289.21 | Real:-1327.97 | SL
2026-02-24 14:50:00+00:00 | NAS100_USD | LONG | Raw:-1276.32 | Real:-1314.69 | SL
2026-02-24 18:15:00+00:00 | NAS100_USD | LONG | Raw:-1263.56 | Real:-1301.54 | SL
2026-02-25 14:30:00+00:00 | NAS100_USD | LONG | Raw:3752.76 | Real:3725.16 | TP
2026-02-25 14:45:00+00:00 | NAS100_USD | LONG | Raw:3865.34 | Real:3836.92 | TP
2026-02-25 14:55:00+00:00 | NAS100_USD | LONG | Raw:-1327.10 | Real:-1367.00 | SL
2026-02-26 14:30:00+00:00 | NAS100_USD | LONG | Raw:-1313.83 | Real:-1353.33 | SL
2026-02-26 15:20:00+00:00 | NAS100_USD | SHORT | Raw:-1300.69 | Real:-1339.80 | SL
2026-02-26 16:10:00+00:00 | NAS100_USD | LONG | Raw:3863.06 | Real:3834.64 | TP
2026-02-26 16:45:00+00:00 | NAS100_USD | SHORT | Raw:-1326.32 | Real:-1366.19 | SL
2026-02-26 18:05:00+00:00 | NAS100_USD | SHORT | Raw:3939.16 | Real:3910.19 | TP
2026-02-26 18:50:00+00:00 | NAS100_USD | LONG | Raw:-1352.44 | Real:-1393.10 | SL
2026-02-26 20:00:00+00:00 | NAS100_USD | SHORT | Raw:-1338.92 | Real:-1379.17 | SL
2026-02-26 20:30:00+00:00 | NAS100_USD | SHORT | Raw:-1325.53 | Real:-1365.38 | SL
2026-02-27 17:25:00+00:00 | NAS100_USD | SHORT | Raw:-1312.28 | Real:-1351.73 | SL
2026-02-27 20:45:00+00:00 | NAS100_USD | SHORT | Raw:-1299.15 | Real:-1338.21 | SL
2026-03-02 14:40:00+00:00 | NAS100_USD | SHORT | Raw:-1286.16 | Real:-1324.83 | SL
2026-03-02 16:50:00+00:00 | NAS100_USD | LONG | Raw:-1273.30 | Real:-1311.58 | SL
2026-03-02 19:35:00+00:00 | NAS100_USD | LONG | Raw:3781.70 | Real:3753.89 | TP
2026-03-03 17:50:00+00:00 | NAS100_USD | LONG | Raw:-1298.38 | Real:-1337.42 | SL
2026-03-03 19:50:00+00:00 | NAS100_USD | LONG | Raw:-1285.40 | Real:-1324.04 | SL
2026-03-06 17:20:00+00:00 | NAS100_USD | SHORT | Raw:-1272.55 | Real:-1310.80 | SL
2026-03-06 20:20:00+00:00 | NAS100_USD | SHORT | Raw:3779.46 | Real:3751.66 | TP
2026-03-06 20:40:00+00:00 | NAS100_USD | SHORT | Raw:-1297.61 | Real:-1336.63 | SL
2026-03-09 13:45:00+00:00 | NAS100_USD | SHORT | Raw:-1284.64 | Real:-1323.26 | SL
2026-03-09 18:05:00+00:00 | NAS100_USD | SHORT | Raw:-1271.79 | Real:-1310.03 | SL
2026-03-09 18:55:00+00:00 | NAS100_USD | LONG | Raw:-1259.07 | Real:-1296.93 | SL
2026-03-09 19:25:00+00:00 | NAS100_USD | LONG | Raw:3739.45 | Real:3711.95 | TP
2026-03-09 19:35:00+00:00 | NAS100_USD | LONG | Raw:-1283.88 | Real:-1322.48 | SL
2026-03-10 15:30:00+00:00 | NAS100_USD | LONG | Raw:-1271.04 | Real:-1309.25 | SL
2026-03-11 17:00:00+00:00 | NAS100_USD | LONG | Raw:3774.99 | Real:3747.22 | TP
2026-03-12 13:40:00+00:00 | NAS100_USD | SHORT | Raw:3888.24 | Real:3859.64 | TP
2026-03-12 14:00:00+00:00 | NAS100_USD | SHORT | Raw:-1334.96 | Real:-1375.10 | SL
2026-03-12 14:35:00+00:00 | NAS100_USD | SHORT | Raw:-1321.61 | Real:-1361.34 | SL
2026-03-12 16:15:00+00:00 | NAS100_USD | SHORT | Raw:-1308.40 | Real:-1347.73 | SL
2026-03-13 14:50:00+00:00 | NAS100_USD | SHORT | Raw:-1295.31 | Real:-1334.25 | SL
2026-03-13 15:05:00+00:00 | NAS100_USD | SHORT | Raw:-1282.36 | Real:-1320.91 | SL
2026-03-13 17:05:00+00:00 | NAS100_USD | SHORT | Raw:-1269.53 | Real:-1307.70 | SL
2026-03-13 19:20:00+00:00 | NAS100_USD | SHORT | Raw:3770.52 | Real:3742.79 | TP
2026-03-13 19:30:00+00:00 | NAS100_USD | SHORT | Raw:-1294.54 | Real:-1333.46 | SL
2026-03-16 14:10:00+00:00 | NAS100_USD | LONG | Raw:3844.80 | Real:3816.52 | TP
2026-03-16 16:05:00+00:00 | NAS100_USD | SHORT | Raw:-1320.05 | Real:-1359.73 | SL
2026-03-16 16:30:00+00:00 | NAS100_USD | SHORT | Raw:-1306.85 | Real:-1346.14 | SL
2026-03-17 13:40:00+00:00 | NAS100_USD | LONG | Raw:-1293.78 | Real:-1332.67 | SL
2026-03-17 13:55:00+00:00 | NAS100_USD | LONG | Raw:-1280.84 | Real:-1319.35 | SL
2026-03-17 17:10:00+00:00 | NAS100_USD | LONG | Raw:-1268.03 | Real:-1306.15 | SL
2026-03-18 19:00:00+00:00 | NAS100_USD | SHORT | Raw:-1255.35 | Real:-1293.09 | SL
2026-03-19 15:35:00+00:00 | NAS100_USD | SHORT | Raw:3728.39 | Real:3700.97 | TP
2026-03-20 13:40:00+00:00 | NAS100_USD | SHORT | Raw:-1280.08 | Real:-1318.57 | SL
2026-03-20 18:35:00+00:00 | NAS100_USD | SHORT | Raw:3801.84 | Real:3773.88 | TP
2026-03-23 15:10:00+00:00 | NAS100_USD | LONG | Raw:-1305.30 | Real:-1344.54 | SL
2026-03-23 16:00:00+00:00 | NAS100_USD | SHORT | Raw:-1292.25 | Real:-1331.10 | SL
2026-03-23 16:35:00+00:00 | NAS100_USD | SHORT | Raw:-1279.32 | Real:-1317.79 | SL
2026-03-24 13:35:00+00:00 | NAS100_USD | SHORT | Raw:3799.59 | Real:3771.65 | TP
2026-03-24 13:45:00+00:00 | NAS100_USD | SHORT | Raw:-1304.53 | Real:-1343.75 | SL
2026-03-24 16:25:00+00:00 | NAS100_USD | LONG | Raw:-1291.48 | Real:-1330.31 | SL
2026-03-24 17:30:00+00:00 | NAS100_USD | SHORT | Raw:-1278.57 | Real:-1317.01 | SL
2026-03-26 17:20:00+00:00 | NAS100_USD | SHORT | Raw:3797.34 | Real:3769.42 | TP
2026-03-27 13:30:00+00:00 | NAS100_USD | SHORT | Raw:3911.26 | Real:3882.50 | TP
2026-03-27 14:00:00+00:00 | NAS100_USD | SHORT | Raw:-1342.87 | Real:-1383.24 | SL
2026-03-27 17:55:00+00:00 | NAS100_USD | SHORT | Raw:3988.32 | Real:3958.98 | TP
2026-03-30 13:50:00+00:00 | NAS100_USD | SHORT | Raw:4107.97 | Real:4077.75 | TP
2026-03-30 15:20:00+00:00 | NAS100_USD | SHORT | Raw:-1410.40 | Real:-1452.80 | SL
2026-03-30 16:10:00+00:00 | NAS100_USD | SHORT | Raw:-1396.30 | Real:-1438.28 | SL
2026-03-30 17:30:00+00:00 | NAS100_USD | SHORT | Raw:4147.00 | Real:4116.50 | TP
2026-03-30 19:15:00+00:00 | NAS100_USD | SHORT | Raw:-1423.80 | Real:-1466.61 | SL
2026-03-31 13:55:00+00:00 | NAS100_USD | LONG | Raw:-1409.57 | Real:-1451.94 | SL
2026-03-31 16:45:00+00:00 | NAS100_USD | LONG | Raw:-1395.47 | Real:-1437.42 | SL
2026-04-01 13:40:00+00:00 | NAS100_USD | LONG | Raw:-1381.52 | Real:-1423.05 | SL
2026-04-02 13:55:00+00:00 | NAS100_USD | LONG | Raw:4103.10 | Real:4072.93 | TP
2026-04-02 14:45:00+00:00 | NAS100_USD | LONG | Raw:-1408.73 | Real:-1451.08 | SL
2026-04-02 19:50:00+00:00 | NAS100_USD | LONG | Raw:4183.93 | Real:4153.16 | TP
2026-01-13 02:35:00+00:00 | USD_JPY | LONG | Raw:-1436.48 | Real:-35380.60 | SL
2026-01-14 00:10:00+00:00 | USD_JPY | LONG | Raw:-1422.12 | Real:-35026.79 | SL
2026-01-14 01:10:00+00:00 | USD_JPY | LONG | Raw:-1407.90 | Real:-34676.53 | SL
2026-01-14 08:00:00+00:00 | USD_JPY | LONG | Raw:-1393.82 | Real:-34329.76 | SL
2026-01-14 22:05:00+00:00 | USD_JPY | SHORT | Raw:-1379.88 | Real:-33986.46 | SL
2026-01-14 22:45:00+00:00 | USD_JPY | SHORT | Raw:-1366.08 | Real:-33646.60 | SL
2026-01-15 06:20:00+00:00 | USD_JPY | LONG | Raw:-1352.42 | Real:-33310.13 | SL
2026-01-15 09:25:00+00:00 | USD_JPY | SHORT | Raw:-1338.90 | Real:-32977.03 | SL
2026-01-15 12:45:00+00:00 | USD_JPY | LONG | Raw:-1325.51 | Real:-32647.26 | SL
2026-01-15 13:40:00+00:00 | USD_JPY | LONG | Raw:-1312.25 | Real:-32320.79 | SL
2026-01-15 20:25:00+00:00 | USD_JPY | LONG | Raw:-1299.13 | Real:-31997.58 | SL
2026-01-16 00:55:00+00:00 | USD_JPY | LONG | Raw:-1286.14 | Real:-31677.60 | SL
2026-01-16 02:25:00+00:00 | USD_JPY | SHORT | Raw:-1273.28 | Real:-31360.83 | SL
2026-01-16 02:45:00+00:00 | USD_JPY | SHORT | Raw:-1260.54 | Real:-31047.22 | SL
2026-01-19 00:25:00+00:00 | USD_JPY | SHORT | Raw:-1247.94 | Real:-30736.75 | SL
2026-01-19 06:25:00+00:00 | USD_JPY | SHORT | Raw:-1235.46 | Real:-30429.38 | SL
2026-01-19 07:30:00+00:00 | USD_JPY | LONG | Raw:-1223.11 | Real:-30125.09 | SL
2026-01-20 00:25:00+00:00 | USD_JPY | SHORT | Raw:-1210.87 | Real:-29823.84 | SL
2026-01-20 06:30:00+00:00 | USD_JPY | LONG | Raw:-1198.77 | Real:-29525.60 | SL
2026-01-20 07:10:00+00:00 | USD_JPY | LONG | Raw:-1186.78 | Real:-29230.34 | SL
2026-01-20 13:40:00+00:00 | USD_JPY | SHORT | Raw:-1174.91 | Real:-28938.04 | SL
2026-01-20 17:05:00+00:00 | USD_JPY | SHORT | Raw:-1163.16 | Real:-28648.66 | SL
2026-01-20 19:05:00+00:00 | USD_JPY | LONG | Raw:-1151.53 | Real:-28362.17 | SL
2026-01-20 19:50:00+00:00 | USD_JPY | LONG | Raw:-1140.01 | Real:-28078.55 | SL
2026-01-21 07:40:00+00:00 | USD_JPY | LONG | Raw:-1128.61 | Real:-27797.76 | SL
2026-01-21 10:50:00+00:00 | USD_JPY | SHORT | Raw:3351.98 | Real:-23031.85 | TP
2026-01-21 17:40:00+00:00 | USD_JPY | LONG | Raw:-1150.85 | Real:-28345.38 | SL
2026-01-21 19:35:00+00:00 | USD_JPY | LONG | Raw:-1139.34 | Real:-28061.93 | SL
2026-01-22 00:00:00+00:00 | USD_JPY | LONG | Raw:-1127.95 | Real:-27781.31 | SL
